species_id,common_name,scientific_name,category,feeding_source,feeding_confidence,feeding_uses_template,feeding_needs_review,feeding_review_reason,feeding_source_url,feeding_source_fields,housing_mode,housing_reason,housing_reason_shared_count,housing_only_category_reference,missing_species_specific_care
sp_0196,一眉道人 (黄金型),Sahyadria denisonii var. Gold,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Sahyadria+denisonii+var.+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0197,蓝宝石雷龙,Channa stewartii,硬景/底床,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+stewartii+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,yes
sp_0198,红宝石雷龙,Channa diplogramma,硬景/底床,aquapedia_master_v2.csv+rules+aquapedia_supplement+predatory_fish_template,0.82,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Channa+diplogramma+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,属于造景或植物类，不会主动攻击鱼虾；主要注意光照、底床和是否会被草食性鱼啃食。,49,yes,yes
sp_0199,珍珠麒麟,Badis badis,鱼类,aquapedia_master_v2.csv+rules+aquapedia_supplement+micro_predator_template,0.82,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Badis+badis+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,yes
sp_0200,变色鱼 (喷火麒麟),Dario dario,鱼类,aquapedia_master_v2.csv+rules+micro_predator_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Dario+dario+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,yes
sp_0201,黑白双星异型 (L240),Leporacanthicus cf. galaxias,鲶鱼/异型,aquapedia_master_v2.csv+aquapedia_supplement,0.96,no,no,,https://www.google.com/search?q=Leporacanthicus+cf.+galaxias+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0202,黄金美洲豹异型 (L014),Scobinancistrus aureatus,鲶鱼/异型,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Scobinancistrus+aureatus+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,no
sp_0203,绿赏皮球,Poecilia sphenops var. Green,鱼类,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Poecilia+sphenops+var.+Green+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0204,黑金刚红鼻剪刀,Hemigrammus bleheri var.,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hemigrammus+bleheri+var.+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0205,紫艳红莲灯,Hyphessobrycon herbertaxelrodi var.,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hyphessobrycon+herbertaxelrodi+var.+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0206,电光红绿灯,Paracheirodon innesi var. Diamond,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Paracheirodon+innesi+var.+Diamond+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0207,白金黑裙,Gymnocorymbus ternetzi var. White,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+White+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0208,球形红十字,Aphyocharax anisitsi var. Balloon,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Aphyocharax+anisitsi+var.+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0209,血玛丽鱼,Poecilia latipinna var. Blood,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Poecilia+latipinna+var.+Blood+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0210,黄金眼镜蛇蛇鱼,Pangio kuhlii var.,鱼类,aquapedia_master_v2.csv+rules+loach_feeding_template,0.84,yes,yes,Dietary_Needs缺失，使用规则补齐；存在特殊喂养关键词,https://www.google.com/search?q=Pangio+kuhlii+var.+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,yes
sp_0211,大点火口,Thorichthys meeki var.,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Thorichthys+meeki+var.+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0212,蓝眼金灯,Hemigrammus rodwayi var.,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hemigrammus+rodwayi+var.+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0213,黑线飞狐 (金型),Crossocheilus langei var. Gold,鱼类,aquapedia_master_v2.csv+aquapedia_supplement,0.96,no,no,,https://www.google.com/search?q=Crossocheilus+langei+var.+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0214,白金西非凤凰,Pelvicachromis pulcher var. Albino,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Pelvicachromis+pulcher+var.+Albino+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0215,长鳍一眉道人,Sahyadria denisonii var. Longfin,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Sahyadria+denisonii+var.+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0216,黄金雷龙,Channa aurantimaculata var.,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+aurantimaculata+var.+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0217,白金黑地魔,Geophagus sp. var. Platinum,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Geophagus+sp.+var.+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0218,血心灯,Hyphessobrycon erythrostigma,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hyphessobrycon+erythrostigma+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0219,球形金波子,Mikrogeophagus ramirezi var. Gold Balloon,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Mikrogeophagus+ramirezi+var.+Gold+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0220,白金波子 (球形),Mikrogeophagus ramirezi var. Platinum Balloon,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Mikrogeophagus+ramirezi+var.+Platinum+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0221,长鳍阿卡西短鲷,Apistogramma agassizii var. Fire Red,慈鲷/斗鱼,aquapedia_master_v2.csv+rules+local_note_extraction,0.84,no,no,,https://www.google.com/search?q=Apistogramma+agassizii+var.+Fire+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0222,蓝宝鹦鹉 (球形),Amatitlania nigrofasciata var. Jellybean,慈鲷/斗鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Amatitlania+nigrofasciata+var.+Jellybean+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
sp_0223,红眼白子雷龙,Channa asiatica var. Albino,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+asiatica+var.+Albino+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0224,白金雷龙,Channa argus var. Platinum,鱼类,aquapedia_master_v2.csv+rules+predatory_fish_template,0.82,yes,yes,存在特殊喂养关键词,https://www.google.com/search?q=Channa+argus+var.+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,性情偏凶或捕食倾向明显，和温和小型鱼混养容易造成追咬、压迫或吞食。,23,yes,yes
sp_0225,大帆红鼻剪刀,Hemigrammus bleheri var. Longfin,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hemigrammus+bleheri+var.+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0226,白金红鼻剪刀,Hemigrammus bleheri var. Platinum,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Hemigrammus+bleheri+var.+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0227,长鳍红裙鱼,Gymnocorymbus ternetzi var. Longfin,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0228,球形红裙鱼,Gymnocorymbus ternetzi var. Balloon,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Gymnocorymbus+ternetzi+var.+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0229,白化金苔鼠,Gyrinocheilus aymonieri var. Albino,鲶鱼/异型,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Gyrinocheilus+aymonieri+var.+Albino+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,yes
sp_0230,大帆黄金胡子,Ancistrus sp. Gold Longfin,鲶鱼/异型,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Ancistrus+sp.+Gold+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0231,红眼白子熊猫鼠,Corydoras panda var. Albino,鲶鱼/异型,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Corydoras+panda+var.+Albino+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0232,白金咖啡鼠,Corydoras aeneus var. Platinum,鲶鱼/异型,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Corydoras+aeneus+var.+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情通常温和，适合与体型接近、水温和 pH 区间重叠的温和鱼群混养；群游鱼建议成群饲养。,44,yes,no
sp_0233,球形珍珠马甲 (红眼),Trichopodus leerii var. Albino Balloon,鱼类,aquapedia_master_v2.csv+rules+category_feeding_template,0.82,yes,no,,https://www.google.com/search?q=Trichopodus+leerii+var.+Albino+Balloon+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,yes
sp_0234,黄金变色龙 (改良),Dario dario var. Gold,鱼类,aquapedia_master_v2.csv+rules+aquapedia_supplement+micro_predator_template,0.82,yes,yes,特殊喂养关键词已抽取为提示，建议抽查,https://www.google.com/search?q=Dario+dario+var.+Gold+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,yes
sp_0235,白金黑帝王灯,Nematobrycon palmeri var. Platinum,灯科鱼,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Nematobrycon+palmeri+var.+Platinum+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0236,红眼白子红剑,Xiphophorus hellerii var. Albino Red,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Xiphophorus+hellerii+var.+Albino+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,有一定领地意识，混养时需要足够空间、躲避物，并避免与同体型同习性的鱼过密饲养。,57,yes,no
sp_0237,高鳍红玛丽,Poecilia latipinna var. High Fin Red,鱼类,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Poecilia+latipinna+var.+High+Fin+Red+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",适合混养,性情相对温和，可与体型接近、水质需求相同的温和物种混养；仍需避免过密饲养和体型差异过大。,86,yes,no
sp_0238,黑金刚米虾 (极品),Neocaridina davidi var. Full Black,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Neocaridina+davidi+var.+Full+Black+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0239,血腥玛丽米虾,Neocaridina davidi var. Bloody Mary,虾螺蟹,aquapedia_master_v2.csv,0.87,no,no,,https://www.google.com/search?q=Neocaridina+davidi+var.+Bloody+Mary+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",谨慎混养,虾螺蟹通常性情温和，但可能被中大型鱼或肉食鱼捕食；也要避免铜药和会夹鱼的蟹类。,41,yes,no
sp_0240,白金神仙 (长鳍),Pterophyllum scalare var. Platinum Longfin,慈鲷/斗鱼,aquapedia_master_v2.csv,0.92,no,no,,https://www.google.com/search?q=Pterophyllum+scalare+var.+Platinum+Longfin+feeding+diet+aquarium,"Diet,Feeding_Type,Dietary_Needs,Feeding_Layer,Care_Guide",建议单养,斗鱼有明显领地意识，同类或长鳍鱼混养容易追咬；新手更适合单独饲养或非常谨慎搭配底栖温和生物。,47,yes,no
